Id,Gender,Customer Type,Age,Class
4831,Male,Loyal Customer,31,Eco
9520,Female,Loyal Customer,13,Eco
100179,Male,Loyal Customer,42,Business
46670,Male,disloyal Customer,26,Business
77769,Female,Loyal Customer,51,Business
98968,Female,Loyal Customer,28,Business
58779,Female,disloyal Customer,54,Eco Plus
51970,Male,disloyal Customer,25,Eco
47758,Female,disloyal Customer,23,Eco
49833,Male,disloyal Customer,45,Eco
6015,Male,Loyal Customer,70,Eco Plus
74335,Female,Loyal Customer,38,Eco Plus
46554,Female,disloyal Customer,22,Eco
77024,Female,Loyal Customer,35,Eco
31348,Male,Loyal Customer,49,Eco
57127,Male,disloyal Customer,23,Eco
128898,Female,Loyal Customer,59,Business
6759,Female,Loyal Customer,59,Business
86091,Male,Loyal Customer,33,Business
32280,Male,Loyal Customer,47,Eco Plus
43853,Female,disloyal Customer,52,Eco
70810,Male,Loyal Customer,44,Business
54605,Male,disloyal Customer,17,Eco
68618,Male,Loyal Customer,41,Eco Plus
40164,Male,disloyal Customer,25,Business
106293,Female,Loyal Customer,33,Eco
86886,Male,Loyal Customer,31,Business
93625,Male,Loyal Customer,39,Business
129166,Female,Loyal Customer,40,Business
102306,Male,Loyal Customer,39,Business
23172,Male,Loyal Customer,38,Eco
91146,Male,Loyal Customer,59,Business
110531,Male,Loyal Customer,53,Business
25921,Male,Loyal Customer,24,Eco Plus
37741,Male,Loyal Customer,65,Eco Plus
45513,Male,disloyal Customer,36,Business
18017,Male,Loyal Customer,32,Eco
41735,Female,disloyal Customer,40,Business
100958,Male,Loyal Customer,57,Business
93698,Male,Loyal Customer,54,Eco
104345,Male,Loyal Customer,42,Business
58732,Male,disloyal Customer,21,Business
103588,Female,Loyal Customer,58,Business
120372,Female,Loyal Customer,20,Business
128089,Female,Loyal Customer,52,Business
100855,Male,Loyal Customer,39,Eco
41105,Female,disloyal Customer,22,Eco
83131,Male,Loyal Customer,40,Business
40079,Male,disloyal Customer,22,Business
4283,Male,Loyal Customer,44,Eco
17355,Female,Loyal Customer,33,Eco
25961,Female,Loyal Customer,55,Eco
73523,Female,Loyal Customer,48,Business
56978,Male,disloyal Customer,21,Eco
109987,Male,Loyal Customer,52,Eco
78792,Female,Loyal Customer,46,Eco
78451,Male,Loyal Customer,23,Eco Plus
19167,Male,Loyal Customer,37,Eco
86278,Male,Loyal Customer,42,Business
66277,Male,Loyal Customer,20,Business
46655,Female,disloyal Customer,27,Business
39269,Female,Loyal Customer,63,Eco
475,Female,Loyal Customer,21,Eco Plus
78978,Female,Loyal Customer,23,Business
120030,Male,Loyal Customer,55,Business
59065,Female,disloyal Customer,26,Business
63895,Male,Loyal Customer,21,Business
122357,Female,Loyal Customer,49,Business
75902,Female,Loyal Customer,41,Business
59929,Female,disloyal Customer,23,Business
71273,Male,Loyal Customer,54,Business
105308,Female,Loyal Customer,30,Business
46892,Female,disloyal Customer,41,Eco
117649,Female,Loyal Customer,54,Eco
88686,Female,Loyal Customer,48,Business
54361,Female,disloyal Customer,21,Eco
16971,Male,Loyal Customer,18,Eco
122978,Female,Loyal Customer,44,Business
84845,Female,Loyal Customer,34,Business
102130,Female,Loyal Customer,42,Business
32096,Female,Loyal Customer,64,Eco
61012,Female,disloyal Customer,26,Eco
82235,Male,Loyal Customer,60,Business
111393,Male,Loyal Customer,44,Business
5770,Female,Loyal Customer,43,Eco
42051,Female,disloyal Customer,45,Eco Plus
101266,Female,Loyal Customer,64,Business
13523,Male,Loyal Customer,52,Eco
110217,Female,Loyal Customer,60,Business
81330,Male,Loyal Customer,43,Business
52410,Male,disloyal Customer,37,Business
49080,Female,disloyal Customer,43,Business
78438,Male,Loyal Customer,57,Business
60737,Male,disloyal Customer,37,Business
47533,Male,disloyal Customer,30,Business
79041,Male,Loyal Customer,40,Eco
77962,Male,Loyal Customer,79,Eco
17909,Male,Loyal Customer,49,Eco
97387,Male,Loyal Customer,54,Business
7260,Female,Loyal Customer,23,Eco
32769,Female,Loyal Customer,41,Eco
83406,Male,Loyal Customer,37,Eco Plus
30435,Male,Loyal Customer,21,Eco
6049,Female,Loyal Customer,41,Eco Plus
25863,Male,Loyal Customer,41,Eco
15062,Male,Loyal Customer,36,Eco
75583,Male,Loyal Customer,49,Business
22546,Male,Loyal Customer,13,Eco
91518,Female,Loyal Customer,34,Business
25495,Male,Loyal Customer,37,Eco
117735,Male,Loyal Customer,60,Business
34499,Male,Loyal Customer,36,Eco
117525,Female,Loyal Customer,40,Business
124076,Male,Loyal Customer,44,Business
59414,Female,disloyal Customer,39,Business
123665,Female,Loyal Customer,35,Eco Plus
127149,Male,Loyal Customer,53,Business
21789,Male,Loyal Customer,11,Eco
94631,Female,Loyal Customer,34,Business
53254,Female,disloyal Customer,51,Eco Plus
41793,Male,disloyal Customer,37,Eco Plus
63897,Female,Loyal Customer,43,Business
96087,Male,Loyal Customer,33,Eco Plus
121539,Female,Loyal Customer,51,Eco
87969,Male,Loyal Customer,26,Business
94424,Male,Loyal Customer,52,Business
63891,Female,Loyal Customer,22,Business
6556,Male,Loyal Customer,53,Eco
68645,Female,Loyal Customer,52,Business
13925,Male,Loyal Customer,37,Eco
20516,Male,Loyal Customer,31,Eco
49199,Female,disloyal Customer,27,Business
101268,Male,Loyal Customer,51,Business
31209,Male,Loyal Customer,62,Eco
105614,Male,Loyal Customer,51,Business
9168,Male,Loyal Customer,8,Eco
29979,Female,Loyal Customer,21,Eco
110852,Male,Loyal Customer,33,Business
108139,Male,Loyal Customer,53,Business
101450,Female,Loyal Customer,34,Eco Plus
52594,Male,disloyal Customer,26,Business
2884,Female,Loyal Customer,32,Business
25568,Male,Loyal Customer,38,Eco
70499,Female,Loyal Customer,37,Business
41036,Male,disloyal Customer,25,Eco
101744,Female,Loyal Customer,38,Business
126934,Female,Loyal Customer,58,Business
33817,Female,Loyal Customer,58,Eco
117892,Female,Loyal Customer,34,Business
73862,Male,Loyal Customer,22,Business
122866,Male,Loyal Customer,56,Business
31019,Female,Loyal Customer,10,Eco
80136,Male,Loyal Customer,22,Business
55736,Female,disloyal Customer,29,Eco
87986,Female,Loyal Customer,65,Eco
112753,Male,Loyal Customer,31,Business
10032,Male,Loyal Customer,26,Eco
74157,Female,Loyal Customer,60,Business
75147,Female,Loyal Customer,38,Business
91448,Female,Loyal Customer,29,Business
103618,Male,Loyal Customer,48,Business
22888,Male,Loyal Customer,28,Eco
128589,Female,Loyal Customer,49,Business
105371,Male,Loyal Customer,39,Business
67601,Male,Loyal Customer,49,Business
59328,Male,disloyal Customer,42,Business
19097,Female,Loyal Customer,30,Eco
74465,Male,Loyal Customer,69,Business
27955,Male,Loyal Customer,18,Eco
97104,Male,Loyal Customer,59,Business
3366,Male,Loyal Customer,60,Eco Plus
111608,Female,Loyal Customer,30,Business
56025,Male,disloyal Customer,21,Eco
6859,Male,Loyal Customer,39,Business
67568,Male,Loyal Customer,30,Business
20076,Female,Loyal Customer,57,Eco
49776,Male,disloyal Customer,42,Business
49309,Female,disloyal Customer,37,Eco
119861,Female,Loyal Customer,22,Business
117632,Male,Loyal Customer,41,Business
36776,Female,Loyal Customer,52,Eco
20303,Female,Loyal Customer,54,Business
103224,Male,Loyal Customer,40,Business
102074,Male,Loyal Customer,39,Business
115248,Male,Loyal Customer,48,Business
129837,Female,disloyal Customer,61,Eco
79289,Female,Loyal Customer,62,Business
9953,Female,Loyal Customer,52,Eco
99564,Female,Loyal Customer,51,Business
109943,Male,Loyal Customer,56,Business
87275,Female,Loyal Customer,8,Eco Plus
121306,Male,Loyal Customer,50,Business
44973,Female,disloyal Customer,43,Eco
61899,Male,disloyal Customer,21,Eco
21056,Male,Loyal Customer,70,Eco
102953,Male,Loyal Customer,57,Eco
97401,Female,Loyal Customer,37,Business
124705,Female,Loyal Customer,58,Business
98690,Female,Loyal Customer,50,Eco Plus
6946,Male,Loyal Customer,29,Eco Plus
9847,Male,Loyal Customer,28,Eco Plus
43652,Female,disloyal Customer,39,Eco
49349,Male,disloyal Customer,27,Eco
45520,Male,disloyal Customer,23,Business
106323,Female,Loyal Customer,42,Business
73496,Male,Loyal Customer,46,Eco
121078,Female,Loyal Customer,44,Business
87011,Female,Loyal Customer,53,Business
35080,Female,Loyal Customer,9,Eco
30525,Male,Loyal Customer,47,Eco
95953,Male,Loyal Customer,42,Business
14646,Male,Loyal Customer,35,Eco
13951,Male,Loyal Customer,40,Business
89115,Female,Loyal Customer,33,Business
19882,Male,Loyal Customer,52,Eco
96523,Female,Loyal Customer,49,Business
25218,Female,Loyal Customer,19,Eco
69255,Male,Loyal Customer,64,Eco
99728,Male,Loyal Customer,46,Business
107544,Female,Loyal Customer,43,Business
71395,Female,Loyal Customer,48,Eco
27227,Female,Loyal Customer,70,Eco
42541,Male,disloyal Customer,38,Eco
28339,Male,Loyal Customer,18,Eco
43157,Male,disloyal Customer,27,Business
84131,Male,Loyal Customer,50,Business
25005,Female,Loyal Customer,33,Eco
43981,Female,disloyal Customer,26,Business
86668,Female,Loyal Customer,33,Business
73509,Female,Loyal Customer,31,Business
27123,Female,Loyal Customer,59,Eco
68431,Male,Loyal Customer,30,Business
117759,Male,Loyal Customer,51,Business
89409,Female,Loyal Customer,52,Business
14068,Male,Loyal Customer,38,Eco Plus
45653,Male,disloyal Customer,37,Eco
3327,Female,Loyal Customer,50,Business
34355,Female,Loyal Customer,43,Eco
125495,Male,Loyal Customer,48,Business
16957,Female,Loyal Customer,18,Eco
94492,Male,Loyal Customer,33,Business
102560,Female,Loyal Customer,64,Eco
78610,Female,Loyal Customer,21,Eco
79522,Male,Loyal Customer,15,Eco Plus
92455,Female,Loyal Customer,30,Eco
6538,Male,Loyal Customer,65,Business
128021,Male,Loyal Customer,54,Business
86357,Male,Loyal Customer,55,Eco
5120,Female,Loyal Customer,26,Eco
1975,Female,Loyal Customer,11,Eco
73377,Male,Loyal Customer,47,Eco
5957,Female,Loyal Customer,52,Eco
43040,Female,disloyal Customer,25,Eco
86410,Male,Loyal Customer,39,Business
24491,Male,Loyal Customer,13,Eco
16271,Female,Loyal Customer,26,Eco
11982,Female,Loyal Customer,64,Eco
18851,Female,Loyal Customer,26,Eco
18671,Female,Loyal Customer,58,Eco
67875,Male,Loyal Customer,59,Business
106475,Male,Loyal Customer,36,Business
99665,Female,Loyal Customer,32,Business
92790,Female,Loyal Customer,61,Business
83588,Male,Loyal Customer,34,Eco
66373,Male,Loyal Customer,51,Business
78270,Female,Loyal Customer,48,Business
23989,Male,Loyal Customer,67,Eco
9681,Male,Loyal Customer,48,Eco
56969,Female,disloyal Customer,25,Business
118297,Female,Loyal Customer,50,Business
45630,Female,disloyal Customer,33,Eco
47871,Male,disloyal Customer,25,Business
53486,Female,disloyal Customer,40,Business
98356,Male,Loyal Customer,41,Business
4569,Female,Loyal Customer,43,Eco
19082,Male,Loyal Customer,26,Eco
26266,Male,Loyal Customer,47,Business
14356,Male,Loyal Customer,60,Eco
8705,Female,Loyal Customer,40,Eco
129847,Female,disloyal Customer,20,Business
30920,Female,Loyal Customer,10,Eco
72510,Female,Loyal Customer,56,Eco
94943,Female,Loyal Customer,58,Business
39454,Female,Loyal Customer,38,Eco
124503,Female,Loyal Customer,57,Business
62095,Female,disloyal Customer,23,Business
96406,Male,Loyal Customer,28,Eco
95756,Female,Loyal Customer,54,Business
91847,Female,Loyal Customer,49,Business
103489,Male,Loyal Customer,55,Business
77544,Male,Loyal Customer,48,Eco
81839,Male,Loyal Customer,64,Business
42607,Female,disloyal Customer,16,Eco
15331,Male,Loyal Customer,25,Eco
32888,Female,Loyal Customer,23,Eco
110005,Female,Loyal Customer,40,Business
98645,Female,Loyal Customer,55,Business
14043,Female,Loyal Customer,26,Eco
115681,Female,Loyal Customer,48,Business
9289,Male,Loyal Customer,58,Eco
54606,Female,disloyal Customer,43,Business
66613,Female,Loyal Customer,60,Eco
43299,Female,disloyal Customer,68,Business
77375,Male,Loyal Customer,25,Eco
110056,Male,Loyal Customer,49,Business
14225,Male,Loyal Customer,63,Eco
19779,Female,Loyal Customer,36,Eco
99579,Female,Loyal Customer,38,Business
46777,Male,disloyal Customer,61,Business
55649,Female,disloyal Customer,24,Eco
52920,Male,disloyal Customer,34,Business
81676,Male,Loyal Customer,60,Business
22554,Male,Loyal Customer,24,Eco
82877,Male,Loyal Customer,32,Business
103229,Male,Loyal Customer,47,Business
74746,Male,Loyal Customer,34,Business
22645,Female,Loyal Customer,49,Eco
78633,Female,Loyal Customer,44,Business
87238,Male,Loyal Customer,26,Eco
31754,Male,Loyal Customer,60,Eco
128198,Female,Loyal Customer,38,Business
90095,Male,Loyal Customer,54,Eco Plus
93769,Female,Loyal Customer,29,Business
109136,Male,Loyal Customer,23,Eco Plus
79697,Male,Loyal Customer,54,Eco
6036,Male,Loyal Customer,51,Eco Plus
45243,Female,disloyal Customer,22,Eco
47028,Male,disloyal Customer,22,Eco
96157,Female,Loyal Customer,32,Eco Plus
40896,Male,disloyal Customer,21,Eco
53042,Female,disloyal Customer,27,Business
18397,Male,Loyal Customer,32,Eco
6771,Female,Loyal Customer,12,Eco Plus
12701,Male,Loyal Customer,34,Eco
60481,Male,disloyal Customer,28,Eco
116431,Female,Loyal Customer,57,Business
91145,Male,Loyal Customer,26,Business
6851,Male,Loyal Customer,36,Eco
115139,Female,Loyal Customer,42,Business
16407,Female,Loyal Customer,16,Eco Plus
49164,Female,disloyal Customer,32,Business
55659,Male,disloyal Customer,22,Eco
106706,Male,Loyal Customer,50,Business
19549,Female,Loyal Customer,7,Business
36671,Female,Loyal Customer,11,Eco
98984,Male,Loyal Customer,39,Business
18855,Female,Loyal Customer,23,Eco
15650,Female,Loyal Customer,27,Eco
64490,Male,Loyal Customer,38,Business
113120,Female,Loyal Customer,37,Business
129212,Male,Loyal Customer,37,Eco Plus
120847,Male,Loyal Customer,57,Business
10012,Female,Loyal Customer,66,Eco
55539,Male,disloyal Customer,33,Business
70462,Male,Loyal Customer,49,Business
24576,Male,Loyal Customer,25,Eco
126880,Male,Loyal Customer,39,Eco
46299,Male,disloyal Customer,35,Eco
126136,Male,Loyal Customer,45,Eco
22488,Male,Loyal Customer,31,Eco
181,Male,Loyal Customer,7,Eco
122885,Male,Loyal Customer,43,Eco
88121,Female,Loyal Customer,29,Business
3455,Male,Loyal Customer,15,Eco
26834,Female,Loyal Customer,49,Eco Plus
61411,Female,disloyal Customer,25,Business
123006,Female,Loyal Customer,44,Business
114488,Female,Loyal Customer,42,Business
127258,Female,Loyal Customer,23,Business
121965,Female,Loyal Customer,40,Business
98318,Male,Loyal Customer,52,Eco
42564,Male,disloyal Customer,26,Business
70755,Male,Loyal Customer,42,Eco
95028,Female,Loyal Customer,56,Business
72120,Female,Loyal Customer,49,Business
50831,Male,disloyal Customer,59,Eco
41505,Male,disloyal Customer,38,Business
93695,Female,Loyal Customer,54,Eco
61915,Female,disloyal Customer,15,Business
63844,Male,Loyal Customer,61,Business
26581,Female,Loyal Customer,50,Eco
11999,Male,Loyal Customer,65,Eco
91187,Female,Loyal Customer,44,Eco
103482,Female,Loyal Customer,20,Business
38908,Male,Loyal Customer,50,Eco
24455,Male,Loyal Customer,19,Eco
14511,Male,Loyal Customer,67,Eco
68023,Female,Loyal Customer,46,Business
63530,Male,disloyal Customer,28,Business
76717,Male,Loyal Customer,53,Business
117786,Female,Loyal Customer,46,Business
31679,Male,Loyal Customer,57,Eco
3288,Male,Loyal Customer,62,Eco Plus
28258,Female,Loyal Customer,64,Eco
5829,Male,Loyal Customer,30,Eco
68007,Male,Loyal Customer,18,Business
82111,Male,Loyal Customer,54,Business
824,Female,Loyal Customer,34,Eco
16224,Male,Loyal Customer,16,Eco
49861,Female,disloyal Customer,32,Business
123916,Male,Loyal Customer,32,Eco Plus
36090,Male,Loyal Customer,64,Eco
28222,Male,Loyal Customer,12,Eco
54294,Female,disloyal Customer,32,Eco
62128,Female,disloyal Customer,37,Eco
30806,Male,Loyal Customer,14,Eco
108747,Male,Loyal Customer,25,Business
81655,Male,Loyal Customer,55,Eco Plus
92012,Male,Loyal Customer,49,Business
119523,Male,Loyal Customer,40,Business
118723,Male,Loyal Customer,60,Business
65390,Female,Loyal Customer,39,Business
87541,Male,Loyal Customer,51,Business
10610,Female,Loyal Customer,34,Eco
119468,Male,Loyal Customer,36,Eco
29348,Male,Loyal Customer,56,Eco
55250,Female,disloyal Customer,23,Eco
14875,Female,Loyal Customer,54,Eco
8697,Female,Loyal Customer,20,Eco
37099,Male,Loyal Customer,46,Eco
103027,Male,Loyal Customer,18,Business
51672,Female,disloyal Customer,36,Business
26393,Male,Loyal Customer,63,Eco
68341,Male,Loyal Customer,47,Business
119498,Female,Loyal Customer,39,Business
10862,Male,Loyal Customer,45,Eco Plus
1077,Male,Loyal Customer,29,Eco
48312,Female,disloyal Customer,39,Business
94835,Female,Loyal Customer,26,Business
37967,Female,Loyal Customer,55,Eco
61638,Male,disloyal Customer,14,Business
51217,Male,disloyal Customer,28,Eco
68168,Female,Loyal Customer,54,Eco Plus
23603,Male,Loyal Customer,64,Eco Plus
88752,Female,Loyal Customer,57,Business
8641,Female,Loyal Customer,12,Eco
58406,Male,disloyal Customer,46,Eco
50695,Male,disloyal Customer,36,Eco
116804,Male,Loyal Customer,27,Eco
74186,Female,Loyal Customer,39,Business
29515,Male,Loyal Customer,7,Business
6740,Female,Loyal Customer,52,Eco
27699,Male,Loyal Customer,15,Eco
79804,Male,Loyal Customer,45,Business
90100,Female,Loyal Customer,51,Business
126918,Female,Loyal Customer,39,Business
94052,Male,Loyal Customer,21,Business
61764,Male,disloyal Customer,20,Eco
26296,Female,Loyal Customer,60,Eco
114625,Female,Loyal Customer,52,Eco Plus
77508,Male,Loyal Customer,41,Business
36123,Male,Loyal Customer,58,Eco
123119,Female,Loyal Customer,28,Business
1574,Male,Loyal Customer,35,Eco
2981,Male,Loyal Customer,39,Eco Plus
25759,Female,Loyal Customer,7,Eco
81828,Male,Loyal Customer,53,Eco
77639,Male,Loyal Customer,41,Business
124867,Male,Loyal Customer,39,Business
28872,Female,Loyal Customer,48,Eco
46054,Female,disloyal Customer,34,Business
77108,Male,Loyal Customer,33,Eco Plus
52524,Female,disloyal Customer,20,Eco
106858,Male,Loyal Customer,57,Business
12343,Female,Loyal Customer,32,Eco
1995,Male,Loyal Customer,30,Business
74845,Female,Loyal Customer,29,Eco Plus
124074,Male,Loyal Customer,58,Business
91657,Female,Loyal Customer,38,Business
58238,Female,disloyal Customer,21,Eco
91881,Male,Loyal Customer,53,Business
78798,Female,Loyal Customer,49,Business
60325,Female,disloyal Customer,17,Eco
119618,Female,Loyal Customer,45,Business
96594,Female,Loyal Customer,19,Eco Plus
99819,Male,Loyal Customer,56,Business
74375,Male,Loyal Customer,47,Business
34854,Female,Loyal Customer,11,Eco
31274,Female,Loyal Customer,29,Eco
44298,Female,disloyal Customer,61,Eco
27295,Female,Loyal Customer,48,Eco
128611,Male,Loyal Customer,46,Business
72362,Male,Loyal Customer,43,Business
109016,Male,Loyal Customer,49,Business
22147,Female,Loyal Customer,43,Eco
90645,Female,Loyal Customer,60,Business
16709,Female,Loyal Customer,11,Eco
17801,Female,Loyal Customer,57,Eco
114557,Female,Loyal Customer,59,Business
6371,Female,Loyal Customer,28,Eco
82796,Male,Loyal Customer,43,Eco
126965,Male,Loyal Customer,56,Business
60929,Female,disloyal Customer,24,Eco
112168,Male,Loyal Customer,10,Business
46684,Male,disloyal Customer,26,Business
93418,Female,Loyal Customer,56,Eco Plus
115276,Female,Loyal Customer,28,Business
91200,Male,Loyal Customer,43,Business
70637,Female,Loyal Customer,45,Business
41785,Female,disloyal Customer,42,Eco
103829,Male,Loyal Customer,50,Eco
84892,Female,Loyal Customer,29,Business
28602,Female,Loyal Customer,14,Eco
7855,Female,Loyal Customer,41,Eco
76600,Male,Loyal Customer,54,Business
39820,Female,Loyal Customer,36,Eco
44020,Female,disloyal Customer,25,Eco
105252,Female,Loyal Customer,60,Business
40699,Female,disloyal Customer,25,Business
99108,Female,Loyal Customer,31,Business
15914,Male,Loyal Customer,43,Eco
125324,Male,Loyal Customer,48,Business
94839,Male,Loyal Customer,19,Business
61877,Female,disloyal Customer,22,Business
59804,Male,disloyal Customer,27,Business
59015,Male,disloyal Customer,28,Business
119281,Male,Loyal Customer,58,Business
22351,Male,Loyal Customer,9,Eco
103030,Female,Loyal Customer,23,Business
18181,Male,Loyal Customer,8,Eco
78739,Male,Loyal Customer,38,Business
120814,Female,Loyal Customer,26,Business
109073,Male,Loyal Customer,26,Eco
38790,Female,Loyal Customer,51,Business
74257,Female,Loyal Customer,39,Business
40507,Male,disloyal Customer,22,Business
24987,Male,Loyal Customer,64,Eco
44446,Female,disloyal Customer,24,Eco
75633,Male,Loyal Customer,54,Eco
122587,Male,Loyal Customer,30,Business
96878,Female,Loyal Customer,43,Business
31831,Male,Loyal Customer,7,Eco
114116,Female,Loyal Customer,53,Business
106369,Male,Loyal Customer,32,Eco
75810,Female,Loyal Customer,45,Business
70134,Female,Loyal Customer,37,Business
17698,Female,Loyal Customer,45,Eco
16002,Female,Loyal Customer,14,Eco
78144,Male,Loyal Customer,37,Eco
80937,Female,Loyal Customer,36,Eco
58760,Female,disloyal Customer,61,Business
119979,Female,Loyal Customer,55,Business
73191,Female,Loyal Customer,38,Business
59238,Male,disloyal Customer,48,Business
32702,Male,Loyal Customer,64,Eco
73680,Male,Loyal Customer,45,Eco
104030,Male,Loyal Customer,44,Business
60751,Male,disloyal Customer,22,Eco
112127,Female,Loyal Customer,54,Business
88096,Male,Loyal Customer,48,Business
59810,Female,disloyal Customer,27,Business
21487,Male,Loyal Customer,31,Eco
93525,Female,Loyal Customer,52,Business
65870,Female,Loyal Customer,22,Business
114983,Male,Loyal Customer,43,Business
84116,Female,Loyal Customer,62,Eco Plus
35472,Female,Loyal Customer,36,Eco Plus
75730,Male,Loyal Customer,24,Business
84237,Female,Loyal Customer,59,Eco
127888,Female,Loyal Customer,37,Business
29740,Male,Loyal Customer,29,Eco
21519,Male,Loyal Customer,14,Eco
122584,Female,Loyal Customer,43,Business
43023,Male,disloyal Customer,23,Eco
38549,Female,Loyal Customer,31,Eco
62264,Female,disloyal Customer,38,Business
123138,Female,Loyal Customer,48,Business
106406,Male,Loyal Customer,43,Business
