Id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
11134,0,0,64,1,1,787.0,4,4,4,4,2,1,3,3,3,3,3,2,3,1,0.0,0.0,1
100653,1,0,16,0,0,1398.0,1,1,1,1,3,3,3,3,0,4,0,1,3,3,13.0,6.0,1
113907,1,0,55,0,0,1265.8,3,3,3,3,4,0,3,4,4,4,4,3,4,0,9.0,0.0,1
123298,1,0,55,0,0,494.0,3,2,3,3,0,3,4,4,4,4,4,0,4,0,0.0,0.0,1
82170,1,0,26,0,0,3100.0,4,4,4,4,0,0,0,0,2,2,1,2,0,0,9.0,0.0,1
117045,1,0,71,0,1,1714.0,4,0,4,0,4,4,4,4,1,4,2,0,4,4,0.0,0.0,1
104831,0,0,44,0,1,393.0,3,1,1,1,3,4,2,3,3,3,3,3,3,2,0.0,0.0,1
51953,0,1,85,0,1,2309.0,0,2,0,0,0,0,0,0,1,2,2,0,1,0,0.0,0.0,0
42329,0,1,35,0,0,2055.0,1,1,1,0,0,1,3,0,0,4,3,4,4,0,0.0,6.0,0
126544,0,0,55,0,0,3825.0,3,3,0,3,0,3,3,4,4,4,4,3,4,4,0.0,0.0,1
127249,1,0,53,0,0,3096.0,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0.0,0.0,1
17058,0,0,30,1,1,2624.0,3,3,3,3,2,4,3,3,3,3,3,0,3,0,11.0,0.0,1
36058,1,0,12,1,1,1324.0,3,3,3,3,2,3,4,2,4,2,3,4,3,2,0.0,0.0,0
54774,1,1,38,0,0,1265.4,0,0,0,3,1,0,1,1,4,2,4,0,4,1,0.0,0.0,0
17570,1,0,27,1,1,1861.0,2,4,2,2,3,2,3,3,4,3,2,4,1,3,0.0,0.0,0
40456,1,1,20,0,0,1364.0,1,1,1,3,0,1,0,0,0,2,3,3,4,0,5.0,0.0,1
71614,0,0,42,0,2,6324.0,2,2,2,2,2,2,2,2,3,1,0,2,0,2,17.0,14.0,0
66581,1,0,35,0,0,2310.0,1,4,1,4,1,1,2,1,1,1,1,1,1,2,18.0,14.0,0
48444,0,1,23,0,1,2535.0,2,2,2,3,0,2,0,0,4,2,4,0,3,0,1.0,0.0,1
29646,1,0,13,1,1,1678.0,0,4,0,2,2,0,3,2,0,0,4,3,3,2,13.0,4.0,0
78362,0,0,42,0,0,401.0,0,1,1,1,1,0,0,0,0,2,0,2,0,3,1.0,0.0,0
73663,1,0,27,0,0,4819.0,2,4,4,4,2,2,2,2,2,1,3,3,0,2,86.0,106.0,0
123013,1,0,43,0,0,2693.0,3,3,3,3,3,4,3,4,4,4,4,4,4,0,0.0,0.0,1
4504,1,0,8,1,1,1304.0,1,3,1,0,0,1,0,0,3,2,3,3,4,0,68.0,53.0,0
106049,0,0,47,0,0,399.0,0,0,0,0,3,2,3,3,3,3,3,1,3,2,0.0,0.0,1
92391,1,0,31,0,1,3449.0,3,1,1,1,3,3,3,3,2,4,4,2,2,3,2.0,0.0,1
101604,1,0,36,0,0,2977.0,3,3,4,3,3,3,3,3,3,3,3,3,3,1,0.0,0.0,0
19758,1,0,42,1,1,1616.0,2,4,0,0,1,0,1,1,0,2,3,0,3,1,29.0,5.0,0
109472,0,0,56,0,0,2933.0,2,2,2,2,4,3,3,3,3,3,4,4,3,4,0.0,6.0,1
22373,0,0,40,1,1,1610.0,4,4,4,4,1,0,4,4,4,4,4,2,4,2,0.0,8.0,1
104811,0,0,47,0,0,2927.0,0,0,0,0,2,4,3,3,3,3,3,4,3,4,10.0,15.0,1
89631,0,0,54,0,0,1820.0,1,1,1,1,4,0,4,3,3,3,3,0,3,4,0.0,0.0,1
85528,0,0,42,0,0,494.0,0,3,2,3,3,3,0,0,0,0,0,2,0,1,0.0,0.0,0
105047,0,0,32,0,0,5241.0,4,4,4,4,3,3,3,3,2,3,0,1,1,3,0.0,0.0,1
10789,1,0,37,1,2,2516.0,2,0,2,2,3,2,3,3,2,1,0,1,0,3,6.0,7.0,0
65226,1,0,59,0,0,80.0,1,3,1,0,2,3,4,0,0,0,0,3,0,3,0.0,0.0,1
19725,1,0,11,1,1,1273.0,2,4,0,2,1,0,1,1,1,2,2,2,2,1,0.0,0.0,0
16784,0,0,10,1,1,1700.0,2,2,2,2,3,3,3,3,4,3,3,3,4,3,0.0,0.0,1
7251,1,0,13,1,0,2583.0,1,4,1,3,3,1,3,3,0,0,4,4,4,3,0.0,8.0,0
62067,0,1,22,0,1,1989.0,4,2,4,0,4,4,3,4,0,3,3,3,3,4,0.0,0.0,1
77802,0,0,36,0,0,2223.0,0,0,0,0,0,3,0,2,2,2,0,1,2,2,0.0,0.0,0
0,0,0,65,1,1,265.0,1,1,1,2,2,3,2,0,0,1,0,4,0,2,0.0,0.0,1
22867,0,0,29,1,1,1965.0,2,2,2,2,2,3,4,4,4,4,4,4,4,4,6.0,14.0,1
56777,1,1,24,0,1,1105.0,3,1,3,1,2,3,4,2,4,4,0,4,0,2,0.0,0.0,1
20310,1,0,69,1,1,2089.0,0,1,4,0,2,4,2,2,0,0,3,0,4,2,0.0,0.0,0
39440,1,0,27,1,1,1442.0,4,3,4,4,1,4,1,1,4,2,0,4,0,1,0.0,0.0,1
50859,1,1,26,0,1,2524.0,0,1,0,0,2,0,2,2,2,1,0,2,2,2,0.0,0.0,0
16129,1,0,8,1,1,1546.0,2,4,1,1,3,1,4,3,0,4,4,3,4,3,0.0,0.0,0
36290,1,0,67,1,1,2251.0,3,3,4,0,0,4,0,0,0,2,3,4,3,0,0.0,0.0,0
38107,1,0,25,1,1,3016.0,3,4,3,4,4,3,1,4,0,4,4,4,4,4,41.0,20.0,0
62298,0,1,26,0,0,1193.0,4,3,4,2,0,4,0,0,4,0,4,3,4,0,58.0,54.0,1
55729,0,1,42,0,1,1632.0,0,3,0,2,1,0,1,1,4,3,2,4,2,1,0.0,0.0,0
45139,1,1,40,0,1,1652.0,2,1,2,3,3,2,3,3,0,3,4,0,2,3,0.0,0.0,0
104650,0,0,56,0,0,674.0,1,1,3,1,0,3,4,3,3,3,3,0,3,3,0.0,0.0,1
54759,1,1,38,0,0,2213.0,0,0,0,3,1,0,4,1,2,3,0,1,3,1,0.0,4.399999999999999,0
27024,1,0,67,1,1,2512.0,0,3,0,3,3,0,3,3,1,0,0,2,3,3,22.0,30.0,0
85800,0,0,37,0,1,2366.0,0,3,3,3,0,0,0,0,0,0,3,4,0,0,0.0,0.0,1
41002,0,1,19,0,1,2052.0,1,1,1,3,3,1,3,3,3,2,0,2,0,3,26.0,24.0,0
38489,1,0,39,1,2,1212.0,4,1,4,0,0,4,3,0,2,1,3,3,3,0,0.0,0.0,1
115487,1,0,43,0,0,2077.0,3,3,3,3,4,3,4,4,4,4,4,3,4,3,0.0,0.0,1
106344,0,0,43,0,0,2592.0,0,2,0,0,2,4,4,3,3,3,3,3,3,4,0.0,0.0,1
23492,0,0,39,1,1,3796.0,1,1,1,1,3,4,2,4,4,4,4,0,4,3,14.0,0.0,1
2315,1,0,53,1,1,1762.0,1,2,3,3,4,3,4,4,2,2,0,2,3,4,24.0,15.0,0
37153,1,0,37,1,2,1798.0,3,4,3,2,4,3,4,4,1,3,2,1,4,4,0.0,0.0,1
2117,0,0,63,1,1,895.0,3,4,3,2,0,3,0,0,1,2,1,4,4,0,0.0,0.0,1
109250,0,0,40,0,0,2765.0,1,1,1,1,4,3,3,3,3,3,4,4,3,0,26.0,9.0,1
55876,1,1,36,0,1,1882.0,0,3,0,0,2,0,2,2,3,3,4,1,2,2,8.0,2.0,0
2262,1,0,46,1,1,1108.0,1,2,1,3,0,1,0,0,2,4,0,1,3,0,0.0,0.0,0
29375,0,0,26,1,1,2233.0,4,3,3,3,4,4,4,4,0,1,3,1,2,4,0.0,0.0,1
116342,1,0,39,0,0,2163.0,0,0,0,0,2,2,3,4,4,4,4,0,4,0,1.0,0.0,1
53557,0,1,39,0,0,1247.0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0.0,0.0,0
128460,1,0,50,0,2,2049.0,4,2,0,2,4,4,4,4,2,0,1,0,0,4,7.0,0.0,1
8328,0,0,25,1,1,2188.0,3,3,3,3,0,3,3,0,0,4,4,0,3,0,6.0,0.0,1
89180,0,0,14,0,1,2472.0,3,4,4,4,3,3,0,3,2,4,3,2,3,3,20.0,19.0,0
55124,1,1,28,0,0,2529.0,0,0,0,3,3,0,0,3,2,1,3,0,0,3,26.0,21.0,0
15921,1,0,13,1,0,2295.0,2,3,0,0,2,0,2,2,0,3,3,3,4,2,17.0,13.0,0
63758,1,0,55,0,0,1790.0,1,1,1,1,3,3,3,2,2,2,2,0,2,3,1.0,0.0,1
86730,0,0,50,0,1,1267.0,0,1,1,1,1,0,0,3,3,0,3,3,3,0,102.0,117.0,0
40985,0,1,26,0,1,2212.0,1,1,1,3,4,1,4,4,3,2,3,2,1,4,3.0,7.0,0
44388,1,1,23,0,1,1500.8,1,4,1,1,3,1,0,3,0,2,4,4,4,3,0.0,0.0,0
37595,0,0,50,1,2,448.0,3,4,3,0,2,3,3,2,2,3,2,3,2,4,0.0,15.0,0
129718,1,1,66,1,1,1501.0,0,1,0,2,3,0,4,3,0,4,4,4,3,3,13.0,9.0,0
34127,0,0,61,1,1,530.0,3,3,2,1,3,3,3,0,0,2,2,0,0,4,8.0,66.0,0
6579,1,0,69,1,1,1950.0,1,4,1,2,3,1,3,3,3,2,3,3,4,3,0.0,0.0,0
96768,1,0,67,0,1,2012.0,3,0,0,0,3,3,3,3,0,3,2,2,0,3,0.0,0.0,0
79601,1,0,36,0,0,2151.0,0,1,1,1,1,1,2,0,0,0,0,2,0,1,68.0,57.0,0
89245,1,0,61,0,0,248.0,0,0,0,0,3,4,4,0,0,3,3,0,0,0,0.0,0.0,1
61600,0,1,24,0,1,1289.0,4,1,4,2,2,4,3,2,4,3,3,4,4,2,0.0,0.0,1
10300,1,0,61,1,1,1747.0,2,2,2,3,3,2,2,3,2,1,3,2,0,3,1.0,0.0,0
46729,1,1,21,0,1,1512.0,2,2,2,2,3,2,3,3,1,0,2,1,1,3,8.0,5.0,0
47191,0,1,37,0,0,2220.0,2,2,2,0,2,2,2,2,0,0,3,3,4,2,0.0,0.0,1
11407,0,0,26,1,1,1132.0,4,4,0,4,4,3,3,3,3,3,3,0,3,4,0.0,0.0,1
75842,1,0,50,0,0,969.0,2,3,3,3,0,0,0,2,2,2,2,0,2,3,65.0,54.0,0
10932,0,0,63,1,2,2539.0,1,1,1,1,3,3,4,3,3,3,3,4,3,0,0.0,13.0,1
76729,1,0,40,0,0,2113.0,2,4,4,4,2,0,3,2,2,2,2,2,2,1,36.0,18.0,0
82325,0,0,30,0,0,2545.0,0,2,2,2,0,0,0,0,1,4,0,2,3,0,36.0,74.0,0
22146,0,0,50,1,1,1625.0,4,1,1,1,2,4,1,4,4,4,4,1,4,4,0.0,0.0,1
21090,1,0,20,1,1,2202.0,0,1,0,3,1,0,0,1,2,1,0,2,0,1,13.0,31.0,0
81578,0,0,56,0,1,980.0,0,1,1,1,1,3,0,0,0,0,0,1,0,1,66.0,57.0,1
80399,0,0,49,0,0,2501.0,0,4,2,4,4,1,1,0,0,0,0,3,0,1,44.0,31.0,0
117343,1,0,22,0,0,2650.0,4,4,4,4,4,4,4,4,1,2,3,4,3,4,1.0,29.0,1
25828,0,0,32,1,1,2059.0,3,3,3,3,4,4,4,4,0,2,4,0,4,4,0.0,0.0,1
81216,1,0,63,0,1,2136.0,0,3,3,3,0,0,0,0,0,0,3,1,3,0,0.0,0.0,0
13853,1,0,63,1,1,1722.0,2,3,2,0,0,2,0,0,3,4,3,0,0,0,0.0,2.0,0
3634,0,0,58,1,1,384.0,1,1,1,0,1,1,2,3,3,3,3,4,3,1,0.0,0.0,1
68640,0,0,49,0,0,2400.0,1,0,2,0,0,3,0,1,1,1,1,0,1,0,0.0,0.0,0
78047,1,0,50,0,2,1419.0,2,4,4,4,0,2,0,0,3,2,0,3,3,0,0.0,0.0,0
81691,1,0,65,0,0,1239.0,0,4,4,4,0,0,0,0,4,0,0,0,3,0,0.0,27.0,0
121238,0,0,31,0,0,2892.0,3,3,3,3,4,4,4,4,3,0,3,4,3,4,0.0,0.0,1
19381,1,0,16,1,2,1941.0,2,4,2,4,1,2,3,1,4,4,4,4,3,1,2.0,0.0,0
17499,1,0,19,1,1,1568.0,2,4,2,2,1,2,1,1,4,2,3,3,3,1,0.0,0.0,0
53677,1,1,25,0,1,2152.0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,6.0,0.0,0
118594,0,0,58,0,0,2476.0,4,4,3,4,0,4,4,4,4,4,4,3,4,4,0.0,4.0,1
78641,1,0,24,0,1,1827.0,0,3,3,3,0,0,1,0,2,1,0,3,0,0,0.0,0.0,0
45997,0,1,22,0,1,1908.0,2,2,2,1,1,2,1,1,2,4,0,0,0,1,0.0,0.0,0
79009,1,0,43,0,1,1088.0,0,4,4,4,2,0,2,2,1,2,3,1,3,2,0.0,0.0,0
65208,1,0,59,0,0,3805.0,1,3,1,0,4,3,3,1,1,1,1,4,1,4,0.0,0.0,1
23277,0,0,67,1,2,576.0,0,0,0,0,2,4,4,4,4,4,4,3,4,0,29.0,16.0,1
73636,0,0,42,0,0,2630.0,2,4,4,4,4,0,0,2,2,2,2,0,2,1,22.0,30.0,0
23050,1,0,20,1,1,2419.0,0,0,0,0,3,0,3,3,2,2,3,1,3,3,5.0,0.0,0
18248,0,0,45,1,1,509.0,0,0,0,0,3,3,3,3,0,0,3,4,1,3,0.0,0.0,1
110502,0,0,48,0,0,1837.0,1,1,1,1,4,4,4,4,4,3,4,0,4,0,0.0,4.0,1
26166,1,0,60,1,0,741.0,0,3,0,0,2,4,3,1,1,0,1,0,1,4,70.0,61.0,0
55929,1,1,17,0,1,1320.0,0,3,0,3,2,0,1,2,1,0,3,0,0,2,0.0,0.0,0
1664,1,0,21,1,1,5127.0,1,2,1,2,1,1,2,0,4,1,2,2,2,2,2.0,2.0,0
109814,0,0,50,0,0,570.0,4,4,4,4,3,4,4,4,4,3,4,4,4,3,31.0,19.0,1
27941,1,0,56,1,1,1835.0,0,3,0,4,1,0,1,1,3,0,4,0,3,1,15.0,7.0,0
14055,1,0,33,1,1,1054.6,2,3,2,0,0,2,0,0,3,1,0,2,4,0,1.0,0.0,0
107271,0,0,54,0,0,1347.0,4,4,4,4,3,4,4,3,3,3,3,0,3,3,0.0,0.0,1
78742,1,0,44,0,0,138.0,1,2,2,2,1,3,0,0,0,0,1,3,0,2,6.0,7.0,0
10316,0,0,40,1,0,500.0,3,3,2,3,4,0,3,3,3,3,3,3,3,4,0.0,0.0,1
42023,0,1,49,0,0,1499.0,1,1,1,0,3,1,3,3,0,0,3,0,3,3,0.0,1.0,0
53946,1,1,30,0,0,3513.0,0,0,0,0,0,0,0,0,3,2,3,0,3,0,0.0,0.0,0
41819,0,1,35,0,0,1966.0,1,1,1,2,0,1,4,0,0,2,3,3,4,0,26.0,24.0,0
120656,0,0,59,0,1,569.0,4,3,2,3,3,2,0,4,4,4,4,4,4,4,8.0,5.0,1
124400,0,0,52,0,0,259.0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,5.0,3.0,1
10478,1,0,24,1,1,1356.0,2,2,0,3,4,0,0,4,2,1,3,3,3,4,26.0,18.0,0
120917,1,0,38,0,0,1411.0,1,1,1,1,3,4,3,4,4,4,4,3,4,0,0.0,21.0,1
9816,0,0,27,1,1,2129.0,3,3,1,3,0,4,4,3,3,3,3,0,3,0,124.0,114.0,1
3936,1,0,15,1,1,2547.0,1,3,1,2,3,1,3,3,3,2,3,4,4,3,0.0,0.0,0
116970,0,0,21,0,2,3557.0,4,0,0,0,4,4,4,4,1,3,4,1,3,4,0.0,0.0,1
77509,0,0,21,0,0,2789.0,3,3,4,3,2,2,2,2,0,3,3,4,3,2,1.0,0.0,1
88741,0,0,43,0,0,382.0,0,4,4,4,1,3,3,0,0,3,0,1,0,1,0.0,0.0,0
74507,0,0,33,0,0,2859.0,4,4,4,4,2,2,1,2,2,2,2,0,2,2,0.0,19.0,1
51057,1,1,35,0,1,1358.0,0,1,0,3,4,0,4,4,3,4,1,2,0,4,0.0,0.0,0
60617,0,1,21,0,0,1535.0,3,3,3,3,4,3,4,4,0,3,3,4,4,4,0.0,0.0,1
23787,0,0,39,1,1,1773.0,1,1,3,1,0,2,3,4,4,4,4,1,4,0,0.0,0.0,1
16050,0,0,55,1,1,570.0,3,3,3,3,0,1,3,3,3,3,3,3,3,1,1.0,0.0,1
49855,0,1,38,0,0,1801.0,2,0,0,4,3,0,3,3,3,0,4,0,4,3,0.0,0.0,0
115534,1,0,47,0,0,1768.0,4,4,4,4,0,4,4,4,4,4,4,4,4,3,11.0,15.0,1
33683,0,0,68,1,1,558.0,3,0,3,0,3,3,0,4,4,3,4,3,4,2,4.0,0.0,0
123568,1,0,36,0,2,2452.0,4,0,0,0,4,4,4,4,1,2,1,0,3,4,2.0,4.0,1
124331,1,0,60,0,0,281.0,4,4,4,4,3,4,3,4,4,4,4,3,4,3,0.0,0.0,1
27804,1,0,67,1,2,2047.0,0,3,0,4,4,0,2,4,3,2,4,0,4,4,0.0,0.0,0
10525,1,0,42,1,1,1547.0,2,0,1,0,2,1,2,2,2,1,3,2,3,2,0.0,0.0,0
120631,0,0,61,0,0,1761.0,1,1,4,1,3,4,4,4,4,4,4,4,4,0,0.0,0.0,1
101581,0,0,58,0,0,3168.0,4,4,4,4,3,4,4,3,3,3,3,3,3,3,0.0,0.0,1
128908,0,0,46,0,0,1832.0,4,4,4,4,0,4,3,4,4,4,4,4,4,3,0.0,1.0,1
55582,1,1,36,0,1,1393.0,0,0,0,4,4,0,4,4,1,2,4,2,2,4,44.0,32.0,0
36700,0,0,44,1,0,657.0,3,4,3,1,4,4,3,0,0,3,1,4,0,4,16.0,18.0,0
126569,1,0,41,0,1,2366.0,4,3,3,3,4,4,4,4,2,2,3,3,1,4,79.0,61.0,1
48182,1,1,24,0,1,2345.0,2,2,2,3,3,2,3,3,3,0,0,4,4,3,0.0,0.0,0
56804,0,1,25,0,0,2602.0,3,1,3,2,2,3,2,2,4,2,0,4,4,2,0.0,0.0,1
58201,0,1,26,0,1,1605.0,3,0,3,0,0,3,4,0,0,0,0,0,0,0,0.0,65.0,0
66008,0,0,35,0,0,410.0,1,1,1,3,0,3,0,1,1,1,3,3,1,3,0.0,0.0,0
47937,0,1,38,0,1,1492.0,2,2,2,0,4,2,4,4,1,0,3,0,3,4,67.0,64.0,0
34338,0,0,47,1,1,1522.0,3,3,3,1,4,3,4,0,0,3,0,0,0,4,2.0,0.0,1
45485,0,1,28,0,0,1650.0,2,1,1,3,3,1,3,3,3,4,3,4,3,3,0.0,0.0,0
18457,1,0,7,1,1,1005.0,2,4,2,0,4,2,4,4,0,2,3,2,2,4,73.0,64.0,0
59661,1,1,32,0,0,1616.0,3,3,3,0,1,3,1,1,4,4,4,4,4,1,5.0,0.0,0
70204,1,0,50,0,0,2180.0,1,0,0,0,2,3,3,2,2,2,1,3,2,2,0.0,7.0,0
74008,1,0,56,0,0,565.0,4,4,4,4,3,3,3,2,2,2,2,4,2,4,0.0,0.0,1
82095,0,0,32,0,0,2429.0,0,3,3,3,0,0,0,0,2,0,0,1,3,0,24.0,42.0,0
100396,1,0,57,0,0,2893.0,3,0,0,0,2,0,0,3,3,3,3,3,3,3,38.0,40.0,0
67920,0,0,50,0,0,2927.0,1,2,2,2,1,1,1,0,0,0,3,1,1,1,0.0,0.0,0
1121,1,0,38,1,1,1283.0,1,1,1,2,1,1,4,1,3,3,1,2,1,1,18.0,22.0,0
87957,0,0,48,0,0,2510.0,0,2,2,2,1,2,0,0,0,3,0,3,0,2,86.0,79.0,0
64068,0,0,41,0,0,3002.0,1,1,1,2,4,3,4,1,1,1,1,3,1,4,0.0,0.0,1
39874,1,0,68,1,1,1851.0,4,4,4,3,4,4,4,4,4,2,3,2,3,4,0.0,0.0,1
43103,1,1,20,0,1,1747.0,1,1,1,3,4,1,4,4,0,4,0,3,3,4,8.0,4.0,0
42528,0,1,27,0,1,2558.0,1,1,1,0,1,1,1,1,0,2,0,2,0,1,1.0,1.0,0
48257,1,1,25,0,1,3200.0,2,2,2,3,0,2,0,0,1,3,0,1,3,0,0.0,24.0,0
59484,1,1,22,0,1,2185.0,3,3,3,0,2,3,2,2,3,2,4,1,3,2,31.0,13.0,1
103627,0,0,23,0,0,2694.0,3,1,1,1,3,3,3,3,0,0,0,3,3,3,19.0,2.0,0
106101,1,0,45,0,0,384.0,2,2,2,2,0,4,4,3,3,3,3,0,3,3,52.0,54.0,1
